intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-03-06T09:00:00Z,2021-03-06T10:00:00Z,2021-03-06,2,IRONMTN_2_N001,LMP,31.19354,09:00:00,10
2021-03-07T07:00:00Z,2021-03-07T08:00:00Z,2021-03-06,24,IRONMTN_2_N001,LMP,30.7217,07:00:00,8
2021-03-06T17:00:00Z,2021-03-06T18:00:00Z,2021-03-06,10,IRONMTN_2_N001,LMP,-4.89198,17:00:00,18
2021-03-06T19:00:00Z,2021-03-06T20:00:00Z,2021-03-06,12,IRONMTN_2_N001,LMP,-5.66525,19:00:00,20
2021-03-06T21:00:00Z,2021-03-06T22:00:00Z,2021-03-06,14,IRONMTN_2_N001,LMP,-6.88295,21:00:00,22
2021-03-08T03:00:00Z,2021-03-08T04:00:00Z,2021-03-07,20,IRONMTN_2_N001,LMP,42.13799,03:00:00,4
2021-03-08T02:00:00Z,2021-03-08T03:00:00Z,2021-03-07,19,IRONMTN_2_N001,LMP,47.5952,02:00:00,3
2021-03-07T22:00:00Z,2021-03-07T23:00:00Z,2021-03-07,15,IRONMTN_2_N001,LMP,-0.79166,22:00:00,23
2021-03-08T00:00:00Z,2021-03-08T01:00:00Z,2021-03-07,17,IRONMTN_2_N001,LMP,25.3407,00:00:00,1
2021-03-07T08:00:00Z,2021-03-07T09:00:00Z,2021-03-07,1,IRONMTN_2_N001,LMP,32.85058,08:00:00,9
2021-03-07T18:00:00Z,2021-03-07T19:00:00Z,2021-03-07,11,IRONMTN_2_N001,LMP,0.12609,18:00:00,19
2021-03-07T20:00:00Z,2021-03-07T21:00:00Z,2021-03-07,13,IRONMTN_2_N001,LMP,-3.54583,20:00:00,21
2021-03-08T05:00:00Z,2021-03-08T06:00:00Z,2021-03-07,22,IRONMTN_2_N001,LMP,37.88599,05:00:00,6
2021-03-07T12:00:00Z,2021-03-07T13:00:00Z,2021-03-07,5,IRONMTN_2_N001,LMP,32.02971,12:00:00,13
2021-03-07T16:00:00Z,2021-03-07T17:00:00Z,2021-03-07,9,IRONMTN_2_N001,LMP,7.86567,16:00:00,17
2021-03-08T07:00:00Z,2021-03-08T08:00:00Z,2021-03-07,24,IRONMTN_2_N001,LMP,30.59816,07:00:00,8
2021-03-07T14:00:00Z,2021-03-07T15:00:00Z,2021-03-07,7,IRONMTN_2_N001,LMP,38.46018,14:00:00,15
2021-03-08T06:00:00Z,2021-03-08T07:00:00Z,2021-03-07,23,IRONMTN_2_N001,LMP,32.37118,06:00:00,7
2021-03-08T04:00:00Z,2021-03-08T05:00:00Z,2021-03-07,21,IRONMTN_2_N001,LMP,39.10286,04:00:00,5
2021-03-07T19:00:00Z,2021-03-07T20:00:00Z,2021-03-07,12,IRONMTN_2_N001,LMP,-4.1358,19:00:00,20
2021-03-08T01:00:00Z,2021-03-08T02:00:00Z,2021-03-07,18,IRONMTN_2_N001,LMP,42.293,01:00:00,2
2021-03-07T09:00:00Z,2021-03-07T10:00:00Z,2021-03-07,2,IRONMTN_2_N001,LMP,30.69353,09:00:00,10
2021-03-07T11:00:00Z,2021-03-07T12:00:00Z,2021-03-07,4,IRONMTN_2_N001,LMP,30.55332,11:00:00,12
2021-03-07T23:00:00Z,2021-03-08T00:00:00Z,2021-03-07,16,IRONMTN_2_N001,LMP,4.7227,23:00:00,24
2021-03-07T17:00:00Z,2021-03-07T18:00:00Z,2021-03-07,10,IRONMTN_2_N001,LMP,2.49056,17:00:00,18
2021-03-07T21:00:00Z,2021-03-07T22:00:00Z,2021-03-07,14,IRONMTN_2_N001,LMP,-3.52979,21:00:00,22
2021-03-07T10:00:00Z,2021-03-07T11:00:00Z,2021-03-07,3,IRONMTN_2_N001,LMP,30.90103,10:00:00,11
2021-03-07T15:00:00Z,2021-03-07T16:00:00Z,2021-03-07,8,IRONMTN_2_N001,LMP,21.8746,15:00:00,16
2021-03-07T13:00:00Z,2021-03-07T14:00:00Z,2021-03-07,6,IRONMTN_2_N001,LMP,36.82145,13:00:00,14
2021-03-08T23:00:00Z,2021-03-09T00:00:00Z,2021-03-08,16,IRONMTN_2_N001,LMP,-10.53306,23:00:00,24
