intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw
2021-06-06T03:00:00Z,2021-06-06T04:00:00Z,2021-06-05,21,IRONMTN_2_N001,LMP,53.95434
2021-06-05T18:00:00Z,2021-06-05T19:00:00Z,2021-06-05,12,IRONMTN_2_N001,LMP,1.61547
2021-06-05T21:00:00Z,2021-06-05T22:00:00Z,2021-06-05,15,IRONMTN_2_N001,LMP,14.22603
2021-06-06T01:00:00Z,2021-06-06T02:00:00Z,2021-06-05,19,IRONMTN_2_N001,LMP,43.44777
2021-06-05T15:00:00Z,2021-06-05T16:00:00Z,2021-06-05,9,IRONMTN_2_N001,LMP,4.81223
2021-06-05T16:00:00Z,2021-06-05T17:00:00Z,2021-06-05,10,IRONMTN_2_N001,LMP,0.39189
2021-06-06T04:00:00Z,2021-06-06T05:00:00Z,2021-06-05,22,IRONMTN_2_N001,LMP,48.79438
2021-06-05T22:00:00Z,2021-06-05T23:00:00Z,2021-06-05,16,IRONMTN_2_N001,LMP,21.67579
2021-06-05T23:00:00Z,2021-06-06T00:00:00Z,2021-06-05,17,IRONMTN_2_N001,LMP,23.4601
2021-06-05T17:00:00Z,2021-06-05T18:00:00Z,2021-06-05,11,IRONMTN_2_N001,LMP,0.50687
2021-06-05T13:00:00Z,2021-06-05T14:00:00Z,2021-06-05,7,IRONMTN_2_N001,LMP,28.779
2021-06-05T14:00:00Z,2021-06-05T15:00:00Z,2021-06-05,8,IRONMTN_2_N001,LMP,8.31695
2021-06-05T08:00:00Z,2021-06-05T09:00:00Z,2021-06-05,2,IRONMTN_2_N001,LMP,29.65991
2021-06-05T11:00:00Z,2021-06-05T12:00:00Z,2021-06-05,5,IRONMTN_2_N001,LMP,31.46323
2021-06-06T05:00:00Z,2021-06-06T06:00:00Z,2021-06-05,23,IRONMTN_2_N001,LMP,40.42173
2021-06-05T20:00:00Z,2021-06-05T21:00:00Z,2021-06-05,14,IRONMTN_2_N001,LMP,10.61097
2021-06-05T09:00:00Z,2021-06-05T10:00:00Z,2021-06-05,3,IRONMTN_2_N001,LMP,29.84516
2021-06-06T00:00:00Z,2021-06-06T01:00:00Z,2021-06-05,18,IRONMTN_2_N001,LMP,30.08165
2021-06-06T06:00:00Z,2021-06-06T07:00:00Z,2021-06-05,24,IRONMTN_2_N001,LMP,36.0437
2021-06-06T15:00:00Z,2021-06-06T16:00:00Z,2021-06-06,9,IRONMTN_2_N001,LMP,0.36455
2021-06-06T20:00:00Z,2021-06-06T21:00:00Z,2021-06-06,14,IRONMTN_2_N001,LMP,1.24555
2021-06-06T10:00:00Z,2021-06-06T11:00:00Z,2021-06-06,4,IRONMTN_2_N001,LMP,29.8666
2021-06-06T11:00:00Z,2021-06-06T12:00:00Z,2021-06-06,5,IRONMTN_2_N001,LMP,30.44
2021-06-06T13:00:00Z,2021-06-06T14:00:00Z,2021-06-06,7,IRONMTN_2_N001,LMP,25.51126
2021-06-07T04:00:00Z,2021-06-07T05:00:00Z,2021-06-06,22,IRONMTN_2_N001,LMP,48.84537
2021-06-06T18:00:00Z,2021-06-06T19:00:00Z,2021-06-06,12,IRONMTN_2_N001,LMP,0.33001
2021-06-06T23:00:00Z,2021-06-07T00:00:00Z,2021-06-06,17,IRONMTN_2_N001,LMP,16.20657
2021-06-06T19:00:00Z,2021-06-06T20:00:00Z,2021-06-06,13,IRONMTN_2_N001,LMP,0.63523
2021-06-06T09:00:00Z,2021-06-06T10:00:00Z,2021-06-06,3,IRONMTN_2_N001,LMP,29.99859
2021-06-06T12:00:00Z,2021-06-06T13:00:00Z,2021-06-06,6,IRONMTN_2_N001,LMP,32.08013
2021-06-06T17:00:00Z,2021-06-06T18:00:00Z,2021-06-06,11,IRONMTN_2_N001,LMP,0.086
2021-06-07T00:00:00Z,2021-06-07T01:00:00Z,2021-06-06,18,IRONMTN_2_N001,LMP,25.26104
2021-06-06T21:00:00Z,2021-06-06T22:00:00Z,2021-06-06,15,IRONMTN_2_N001,LMP,5.18375
2021-06-06T14:00:00Z,2021-06-06T15:00:00Z,2021-06-06,8,IRONMTN_2_N001,LMP,2.34505
2021-06-06T22:00:00Z,2021-06-06T23:00:00Z,2021-06-06,16,IRONMTN_2_N001,LMP,15.84397
2021-06-07T01:00:00Z,2021-06-07T02:00:00Z,2021-06-06,19,IRONMTN_2_N001,LMP,43.78133
2021-06-07T02:00:00Z,2021-06-07T03:00:00Z,2021-06-06,20,IRONMTN_2_N001,LMP,54.47835
2021-06-06T07:00:00Z,2021-06-06T08:00:00Z,2021-06-06,1,IRONMTN_2_N001,LMP,29.10912
2021-06-06T08:00:00Z,2021-06-06T09:00:00Z,2021-06-06,2,IRONMTN_2_N001,LMP,28.6558
2021-06-06T16:00:00Z,2021-06-06T17:00:00Z,2021-06-06,10,IRONMTN_2_N001,LMP,0.07984
2021-06-07T03:00:00Z,2021-06-07T04:00:00Z,2021-06-06,21,IRONMTN_2_N001,LMP,57.29868
2021-06-07T06:00:00Z,2021-06-07T07:00:00Z,2021-06-06,24,IRONMTN_2_N001,LMP,36.33193
2021-06-07T05:00:00Z,2021-06-07T06:00:00Z,2021-06-06,23,IRONMTN_2_N001,LMP,41.88836
2021-06-08T01:00:00Z,2021-06-08T02:00:00Z,2021-06-07,19,IRONMTN_2_N001,LMP,40.50765
2021-06-08T06:00:00Z,2021-06-08T07:00:00Z,2021-06-07,24,IRONMTN_2_N001,LMP,34.74943
2021-06-08T04:00:00Z,2021-06-08T05:00:00Z,2021-06-07,22,IRONMTN_2_N001,LMP,46.44588
2021-06-08T05:00:00Z,2021-06-08T06:00:00Z,2021-06-07,23,IRONMTN_2_N001,LMP,40.7516
2021-06-07T13:00:00Z,2021-06-07T14:00:00Z,2021-06-07,7,IRONMTN_2_N001,LMP,38.48195
2021-06-07T16:00:00Z,2021-06-07T17:00:00Z,2021-06-07,10,IRONMTN_2_N001,LMP,25.91999
2021-06-07T09:00:00Z,2021-06-07T10:00:00Z,2021-06-07,3,IRONMTN_2_N001,LMP,29.78289
2021-06-07T15:00:00Z,2021-06-07T16:00:00Z,2021-06-07,9,IRONMTN_2_N001,LMP,28.26803
2021-06-07T07:00:00Z,2021-06-07T08:00:00Z,2021-06-07,1,IRONMTN_2_N001,LMP,35.28993
2021-06-07T23:00:00Z,2021-06-08T00:00:00Z,2021-06-07,17,IRONMTN_2_N001,LMP,23.16357
2021-06-07T20:00:00Z,2021-06-07T21:00:00Z,2021-06-07,14,IRONMTN_2_N001,LMP,25.10767
2021-06-07T18:00:00Z,2021-06-07T19:00:00Z,2021-06-07,12,IRONMTN_2_N001,LMP,24.90547
2021-06-07T14:00:00Z,2021-06-07T15:00:00Z,2021-06-07,8,IRONMTN_2_N001,LMP,27.83394
2021-06-07T12:00:00Z,2021-06-07T13:00:00Z,2021-06-07,6,IRONMTN_2_N001,LMP,35.60049
2021-06-07T08:00:00Z,2021-06-07T09:00:00Z,2021-06-07,2,IRONMTN_2_N001,LMP,31.12497
2021-06-08T03:00:00Z,2021-06-08T04:00:00Z,2021-06-07,21,IRONMTN_2_N001,LMP,55.52534
2021-06-07T22:00:00Z,2021-06-07T23:00:00Z,2021-06-07,16,IRONMTN_2_N001,LMP,26.48714
2021-06-07T21:00:00Z,2021-06-07T22:00:00Z,2021-06-07,15,IRONMTN_2_N001,LMP,23.32013
2021-06-07T19:00:00Z,2021-06-07T20:00:00Z,2021-06-07,13,IRONMTN_2_N001,LMP,24.70278
2021-06-08T00:00:00Z,2021-06-08T01:00:00Z,2021-06-07,18,IRONMTN_2_N001,LMP,28.54289
2021-06-07T10:00:00Z,2021-06-07T11:00:00Z,2021-06-07,4,IRONMTN_2_N001,LMP,29.34735
2021-06-07T11:00:00Z,2021-06-07T12:00:00Z,2021-06-07,5,IRONMTN_2_N001,LMP,32.11472
2021-06-08T02:00:00Z,2021-06-08T03:00:00Z,2021-06-07,20,IRONMTN_2_N001,LMP,54.38866
2021-06-07T17:00:00Z,2021-06-07T18:00:00Z,2021-06-07,11,IRONMTN_2_N001,LMP,24.74909
2021-06-09T02:00:00Z,2021-06-09T03:00:00Z,2021-06-08,20,IRONMTN_2_N001,LMP,52.14628
2021-06-08T09:00:00Z,2021-06-08T10:00:00Z,2021-06-08,3,IRONMTN_2_N001,LMP,27.06618
2021-06-08T10:00:00Z,2021-06-08T11:00:00Z,2021-06-08,4,IRONMTN_2_N001,LMP,27.7312
2021-06-09T01:00:00Z,2021-06-09T02:00:00Z,2021-06-08,19,IRONMTN_2_N001,LMP,38.38634
2021-06-09T05:00:00Z,2021-06-09T06:00:00Z,2021-06-08,23,IRONMTN_2_N001,LMP,37.17473
2021-06-09T04:00:00Z,2021-06-09T05:00:00Z,2021-06-08,22,IRONMTN_2_N001,LMP,46.22067
2021-06-08T12:00:00Z,2021-06-08T13:00:00Z,2021-06-08,6,IRONMTN_2_N001,LMP,33.65607
2021-06-08T07:00:00Z,2021-06-08T08:00:00Z,2021-06-08,1,IRONMTN_2_N001,LMP,28.45765
2021-06-09T03:00:00Z,2021-06-09T04:00:00Z,2021-06-08,21,IRONMTN_2_N001,LMP,58.07844
2021-06-08T22:00:00Z,2021-06-08T23:00:00Z,2021-06-08,16,IRONMTN_2_N001,LMP,19.65894
2021-06-08T15:00:00Z,2021-06-08T16:00:00Z,2021-06-08,9,IRONMTN_2_N001,LMP,16.88224
2021-06-08T13:00:00Z,2021-06-08T14:00:00Z,2021-06-08,7,IRONMTN_2_N001,LMP,33.59512
2021-06-08T18:00:00Z,2021-06-08T19:00:00Z,2021-06-08,12,IRONMTN_2_N001,LMP,12.47433
2021-06-08T17:00:00Z,2021-06-08T18:00:00Z,2021-06-08,11,IRONMTN_2_N001,LMP,13.64665
2021-06-08T16:00:00Z,2021-06-08T17:00:00Z,2021-06-08,10,IRONMTN_2_N001,LMP,12.91931
2021-06-08T11:00:00Z,2021-06-08T12:00:00Z,2021-06-08,5,IRONMTN_2_N001,LMP,29.27542
2021-06-08T23:00:00Z,2021-06-09T00:00:00Z,2021-06-08,17,IRONMTN_2_N001,LMP,18.52915
2021-06-09T00:00:00Z,2021-06-09T01:00:00Z,2021-06-08,18,IRONMTN_2_N001,LMP,29.34249
2021-06-08T21:00:00Z,2021-06-08T22:00:00Z,2021-06-08,15,IRONMTN_2_N001,LMP,16.70577
2021-06-08T19:00:00Z,2021-06-08T20:00:00Z,2021-06-08,13,IRONMTN_2_N001,LMP,13.45435
2021-06-09T06:00:00Z,2021-06-09T07:00:00Z,2021-06-08,24,IRONMTN_2_N001,LMP,34.18326
2021-06-08T08:00:00Z,2021-06-08T09:00:00Z,2021-06-08,2,IRONMTN_2_N001,LMP,26.82688
2021-06-08T20:00:00Z,2021-06-08T21:00:00Z,2021-06-08,14,IRONMTN_2_N001,LMP,14.829
2021-06-08T14:00:00Z,2021-06-08T15:00:00Z,2021-06-08,8,IRONMTN_2_N001,LMP,22.35629
2021-06-09T21:00:00Z,2021-06-09T22:00:00Z,2021-06-09,15,IRONMTN_2_N001,LMP,20.71012
2021-06-10T05:00:00Z,2021-06-10T06:00:00Z,2021-06-09,23,IRONMTN_2_N001,LMP,32.71958
2021-06-10T02:00:00Z,2021-06-10T03:00:00Z,2021-06-09,20,IRONMTN_2_N001,LMP,49.57043
2021-06-09T23:00:00Z,2021-06-10T00:00:00Z,2021-06-09,17,IRONMTN_2_N001,LMP,23.44337
2021-06-09T20:00:00Z,2021-06-09T21:00:00Z,2021-06-09,14,IRONMTN_2_N001,LMP,20.4696
2021-06-10T04:00:00Z,2021-06-10T05:00:00Z,2021-06-09,22,IRONMTN_2_N001,LMP,44.32805
2021-06-09T13:00:00Z,2021-06-09T14:00:00Z,2021-06-09,7,IRONMTN_2_N001,LMP,35.01346
2021-06-09T11:00:00Z,2021-06-09T12:00:00Z,2021-06-09,5,IRONMTN_2_N001,LMP,29.57708
2021-06-09T09:00:00Z,2021-06-09T10:00:00Z,2021-06-09,3,IRONMTN_2_N001,LMP,28.55159
2021-06-10T00:00:00Z,2021-06-10T01:00:00Z,2021-06-09,18,IRONMTN_2_N001,LMP,27.54468
2021-06-09T15:00:00Z,2021-06-09T16:00:00Z,2021-06-09,9,IRONMTN_2_N001,LMP,26.94612
2021-06-10T06:00:00Z,2021-06-10T07:00:00Z,2021-06-09,24,IRONMTN_2_N001,LMP,31.03853
2021-06-10T01:00:00Z,2021-06-10T02:00:00Z,2021-06-09,19,IRONMTN_2_N001,LMP,39.04216
2021-06-09T19:00:00Z,2021-06-09T20:00:00Z,2021-06-09,13,IRONMTN_2_N001,LMP,18.51703
2021-06-09T08:00:00Z,2021-06-09T09:00:00Z,2021-06-09,2,IRONMTN_2_N001,LMP,29.11916
2021-06-09T18:00:00Z,2021-06-09T19:00:00Z,2021-06-09,12,IRONMTN_2_N001,LMP,19.63218
2021-06-09T17:00:00Z,2021-06-09T18:00:00Z,2021-06-09,11,IRONMTN_2_N001,LMP,20.0938
2021-06-09T12:00:00Z,2021-06-09T13:00:00Z,2021-06-09,6,IRONMTN_2_N001,LMP,33.44348
2021-06-09T10:00:00Z,2021-06-09T11:00:00Z,2021-06-09,4,IRONMTN_2_N001,LMP,27.94472
2021-06-09T22:00:00Z,2021-06-09T23:00:00Z,2021-06-09,16,IRONMTN_2_N001,LMP,24.17286
2021-06-09T14:00:00Z,2021-06-09T15:00:00Z,2021-06-09,8,IRONMTN_2_N001,LMP,26.67959
2021-06-09T07:00:00Z,2021-06-09T08:00:00Z,2021-06-09,1,IRONMTN_2_N001,LMP,29.96097
2021-06-09T16:00:00Z,2021-06-09T17:00:00Z,2021-06-09,10,IRONMTN_2_N001,LMP,22.7856
2021-06-10T03:00:00Z,2021-06-10T04:00:00Z,2021-06-09,21,IRONMTN_2_N001,LMP,49.60453
2021-06-11T01:00:00Z,2021-06-11T02:00:00Z,2021-06-10,19,IRONMTN_2_N001,LMP,34.94153
2021-06-10T18:00:00Z,2021-06-10T19:00:00Z,2021-06-10,12,IRONMTN_2_N001,LMP,2.61476
2021-06-11T05:00:00Z,2021-06-11T06:00:00Z,2021-06-10,23,IRONMTN_2_N001,LMP,36.84134
2021-06-10T16:00:00Z,2021-06-10T17:00:00Z,2021-06-10,10,IRONMTN_2_N001,LMP,5.72726
2021-06-10T10:00:00Z,2021-06-10T11:00:00Z,2021-06-10,4,IRONMTN_2_N001,LMP,25.14363
2021-06-10T09:00:00Z,2021-06-10T10:00:00Z,2021-06-10,3,IRONMTN_2_N001,LMP,25.73338
2021-06-10T08:00:00Z,2021-06-10T09:00:00Z,2021-06-10,2,IRONMTN_2_N001,LMP,26.56486
2021-06-10T07:00:00Z,2021-06-10T08:00:00Z,2021-06-10,1,IRONMTN_2_N001,LMP,26.46259
2021-06-10T13:00:00Z,2021-06-10T14:00:00Z,2021-06-10,7,IRONMTN_2_N001,LMP,32.2579
2021-06-11T02:00:00Z,2021-06-11T03:00:00Z,2021-06-10,20,IRONMTN_2_N001,LMP,49.46558
2021-06-11T03:00:00Z,2021-06-11T04:00:00Z,2021-06-10,21,IRONMTN_2_N001,LMP,52.57676
2021-06-10T23:00:00Z,2021-06-11T00:00:00Z,2021-06-10,17,IRONMTN_2_N001,LMP,16.55906
2021-06-10T20:00:00Z,2021-06-10T21:00:00Z,2021-06-10,14,IRONMTN_2_N001,LMP,11.61435
2021-06-10T15:00:00Z,2021-06-10T16:00:00Z,2021-06-10,9,IRONMTN_2_N001,LMP,8.028
