intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-10-04T20:00:00Z,2021-10-04T21:00:00Z,2021-10-04,14,IRONMTN_2_N001,LMP,58.92001,20:00:00,21
2021-10-05T05:00:00Z,2021-10-05T06:00:00Z,2021-10-04,23,IRONMTN_2_N001,LMP,47.08228,05:00:00,6
2021-10-04T09:00:00Z,2021-10-04T10:00:00Z,2021-10-04,3,IRONMTN_2_N001,LMP,53.67478,09:00:00,10
2021-10-04T22:00:00Z,2021-10-04T23:00:00Z,2021-10-04,16,IRONMTN_2_N001,LMP,70.5195,22:00:00,23
2021-10-04T18:00:00Z,2021-10-04T19:00:00Z,2021-10-04,12,IRONMTN_2_N001,LMP,48.24181,18:00:00,19
2021-10-05T04:00:00Z,2021-10-05T05:00:00Z,2021-10-04,22,IRONMTN_2_N001,LMP,73.62404,04:00:00,5
2021-10-04T15:00:00Z,2021-10-04T16:00:00Z,2021-10-04,9,IRONMTN_2_N001,LMP,55.38023,15:00:00,16
2021-10-04T17:00:00Z,2021-10-04T18:00:00Z,2021-10-04,11,IRONMTN_2_N001,LMP,47.65304,17:00:00,18
2021-10-05T06:00:00Z,2021-10-05T07:00:00Z,2021-10-04,24,IRONMTN_2_N001,LMP,43.03686,06:00:00,7
2021-10-04T12:00:00Z,2021-10-04T13:00:00Z,2021-10-04,6,IRONMTN_2_N001,LMP,57.66463,12:00:00,13
2021-10-04T10:00:00Z,2021-10-04T11:00:00Z,2021-10-04,4,IRONMTN_2_N001,LMP,53.44984,10:00:00,11
2021-10-04T07:00:00Z,2021-10-04T08:00:00Z,2021-10-04,1,IRONMTN_2_N001,LMP,60.72031,07:00:00,8
2021-10-05T02:00:00Z,2021-10-05T03:00:00Z,2021-10-04,20,IRONMTN_2_N001,LMP,90.69672,02:00:00,3
2021-10-05T07:00:00Z,2021-10-05T08:00:00Z,2021-10-05,1,IRONMTN_2_N001,LMP,64.22181,07:00:00,8
2021-10-06T00:00:00Z,2021-10-06T01:00:00Z,2021-10-05,18,IRONMTN_2_N001,LMP,76.06299,00:00:00,1
2021-10-05T16:00:00Z,2021-10-05T17:00:00Z,2021-10-05,10,IRONMTN_2_N001,LMP,51.39743,16:00:00,17
2021-10-05T09:00:00Z,2021-10-05T10:00:00Z,2021-10-05,3,IRONMTN_2_N001,LMP,59.80846,09:00:00,10
2021-10-05T11:00:00Z,2021-10-05T12:00:00Z,2021-10-05,5,IRONMTN_2_N001,LMP,60.97713,11:00:00,12
2021-10-06T03:00:00Z,2021-10-06T04:00:00Z,2021-10-05,21,IRONMTN_2_N001,LMP,69.21821,03:00:00,4
2021-10-05T21:00:00Z,2021-10-05T22:00:00Z,2021-10-05,15,IRONMTN_2_N001,LMP,53.01295,21:00:00,22
2021-10-06T06:00:00Z,2021-10-06T07:00:00Z,2021-10-05,24,IRONMTN_2_N001,LMP,64.464340000000007,06:00:00,7
2021-10-05T19:00:00Z,2021-10-05T20:00:00Z,2021-10-05,13,IRONMTN_2_N001,LMP,50.76822,19:00:00,20
2021-10-05T17:00:00Z,2021-10-05T18:00:00Z,2021-10-05,11,IRONMTN_2_N001,LMP,50.21324,17:00:00,18
2021-10-06T01:00:00Z,2021-10-06T02:00:00Z,2021-10-05,19,IRONMTN_2_N001,LMP,91.3634,01:00:00,2
2021-10-05T10:00:00Z,2021-10-05T11:00:00Z,2021-10-05,4,IRONMTN_2_N001,LMP,59.48317,10:00:00,11
2021-10-05T15:00:00Z,2021-10-05T16:00:00Z,2021-10-05,9,IRONMTN_2_N001,LMP,56.4003,15:00:00,16
2021-10-06T04:00:00Z,2021-10-06T05:00:00Z,2021-10-05,22,IRONMTN_2_N001,LMP,72.36373,04:00:00,5
2021-10-05T20:00:00Z,2021-10-05T21:00:00Z,2021-10-05,14,IRONMTN_2_N001,LMP,52.78867,20:00:00,21
2021-10-06T02:00:00Z,2021-10-06T03:00:00Z,2021-10-05,20,IRONMTN_2_N001,LMP,80.62954,02:00:00,3
2021-10-05T12:00:00Z,2021-10-05T13:00:00Z,2021-10-05,6,IRONMTN_2_N001,LMP,63.78592,12:00:00,13
2021-10-05T14:00:00Z,2021-10-05T15:00:00Z,2021-10-05,8,IRONMTN_2_N001,LMP,69.69037,14:00:00,15
2021-10-05T18:00:00Z,2021-10-05T19:00:00Z,2021-10-05,12,IRONMTN_2_N001,LMP,48.61262,18:00:00,19
2021-10-05T23:00:00Z,2021-10-06T00:00:00Z,2021-10-05,17,IRONMTN_2_N001,LMP,61.86693,23:00:00,24
2021-10-05T13:00:00Z,2021-10-05T14:00:00Z,2021-10-05,7,IRONMTN_2_N001,LMP,72.18806,13:00:00,14
2021-10-06T05:00:00Z,2021-10-06T06:00:00Z,2021-10-05,23,IRONMTN_2_N001,LMP,69.29815,05:00:00,6
2021-10-05T22:00:00Z,2021-10-05T23:00:00Z,2021-10-05,16,IRONMTN_2_N001,LMP,57.6926,22:00:00,23
2021-10-05T08:00:00Z,2021-10-05T09:00:00Z,2021-10-05,2,IRONMTN_2_N001,LMP,62.62798,08:00:00,9
2021-10-06T09:00:00Z,2021-10-06T10:00:00Z,2021-10-06,3,IRONMTN_2_N001,LMP,52.71751,09:00:00,10
2021-10-06T18:00:00Z,2021-10-06T19:00:00Z,2021-10-06,12,IRONMTN_2_N001,LMP,49.97375,18:00:00,19
2021-10-07T00:00:00Z,2021-10-07T01:00:00Z,2021-10-06,18,IRONMTN_2_N001,LMP,76.09594,00:00:00,1
2021-10-06T20:00:00Z,2021-10-06T21:00:00Z,2021-10-06,14,IRONMTN_2_N001,LMP,52.11134,20:00:00,21
2021-10-07T03:00:00Z,2021-10-07T04:00:00Z,2021-10-06,21,IRONMTN_2_N001,LMP,72.72383,03:00:00,4
2021-10-07T01:00:00Z,2021-10-07T02:00:00Z,2021-10-06,19,IRONMTN_2_N001,LMP,86.63508,01:00:00,2
2021-10-06T22:00:00Z,2021-10-06T23:00:00Z,2021-10-06,16,IRONMTN_2_N001,LMP,57.01011,22:00:00,23
2021-10-06T16:00:00Z,2021-10-06T17:00:00Z,2021-10-06,10,IRONMTN_2_N001,LMP,50.27779,16:00:00,17
2021-10-06T14:00:00Z,2021-10-06T15:00:00Z,2021-10-06,8,IRONMTN_2_N001,LMP,68.13249,14:00:00,15
2021-10-06T08:00:00Z,2021-10-06T09:00:00Z,2021-10-06,2,IRONMTN_2_N001,LMP,52.8217,08:00:00,9
2021-10-06T07:00:00Z,2021-10-06T08:00:00Z,2021-10-06,1,IRONMTN_2_N001,LMP,56.29247,07:00:00,8
2021-10-06T19:00:00Z,2021-10-06T20:00:00Z,2021-10-06,13,IRONMTN_2_N001,LMP,52.02356,19:00:00,20
2021-10-07T06:00:00Z,2021-10-07T07:00:00Z,2021-10-06,24,IRONMTN_2_N001,LMP,57.63338,06:00:00,7
2021-10-06T17:00:00Z,2021-10-06T18:00:00Z,2021-10-06,11,IRONMTN_2_N001,LMP,48.62365,17:00:00,18
2021-10-06T15:00:00Z,2021-10-06T16:00:00Z,2021-10-06,9,IRONMTN_2_N001,LMP,56.06471,15:00:00,16
2021-10-07T04:00:00Z,2021-10-07T05:00:00Z,2021-10-06,22,IRONMTN_2_N001,LMP,67.0271,04:00:00,5
2021-10-06T12:00:00Z,2021-10-06T13:00:00Z,2021-10-06,6,IRONMTN_2_N001,LMP,58.23277,12:00:00,13
2021-10-06T10:00:00Z,2021-10-06T11:00:00Z,2021-10-06,4,IRONMTN_2_N001,LMP,54.2791,10:00:00,11
2021-10-07T02:00:00Z,2021-10-07T03:00:00Z,2021-10-06,20,IRONMTN_2_N001,LMP,81.45288,02:00:00,3
2021-10-07T05:00:00Z,2021-10-07T06:00:00Z,2021-10-06,23,IRONMTN_2_N001,LMP,61.53422,05:00:00,6
2021-10-06T13:00:00Z,2021-10-06T14:00:00Z,2021-10-06,7,IRONMTN_2_N001,LMP,67.97024,13:00:00,14
2021-10-06T11:00:00Z,2021-10-06T12:00:00Z,2021-10-06,5,IRONMTN_2_N001,LMP,54.89975,11:00:00,12
2021-10-06T23:00:00Z,2021-10-07T00:00:00Z,2021-10-06,17,IRONMTN_2_N001,LMP,56.45659,23:00:00,24
2021-10-06T21:00:00Z,2021-10-06T22:00:00Z,2021-10-06,15,IRONMTN_2_N001,LMP,54.09788,21:00:00,22
2021-10-07T17:00:00Z,2021-10-07T18:00:00Z,2021-10-07,11,IRONMTN_2_N001,LMP,51.40138,17:00:00,18
2021-10-08T04:00:00Z,2021-10-08T05:00:00Z,2021-10-07,22,IRONMTN_2_N001,LMP,72.65508,04:00:00,5
2021-10-07T16:00:00Z,2021-10-07T17:00:00Z,2021-10-07,10,IRONMTN_2_N001,LMP,56.18185,16:00:00,17
2021-10-07T18:00:00Z,2021-10-07T19:00:00Z,2021-10-07,12,IRONMTN_2_N001,LMP,50.30204,18:00:00,19
2021-10-07T14:00:00Z,2021-10-07T15:00:00Z,2021-10-07,8,IRONMTN_2_N001,LMP,73.64932,14:00:00,15
2021-10-08T02:00:00Z,2021-10-08T03:00:00Z,2021-10-07,20,IRONMTN_2_N001,LMP,78.56204,02:00:00,3
2021-10-08T01:00:00Z,2021-10-08T02:00:00Z,2021-10-07,19,IRONMTN_2_N001,LMP,83.79052,01:00:00,2
2021-10-08T00:00:00Z,2021-10-08T01:00:00Z,2021-10-07,18,IRONMTN_2_N001,LMP,73.03706,00:00:00,1
2021-10-07T22:00:00Z,2021-10-07T23:00:00Z,2021-10-07,16,IRONMTN_2_N001,LMP,56.2915,22:00:00,23
2021-10-07T13:00:00Z,2021-10-07T14:00:00Z,2021-10-07,7,IRONMTN_2_N001,LMP,69.98015,13:00:00,14
2021-10-07T12:00:00Z,2021-10-07T13:00:00Z,2021-10-07,6,IRONMTN_2_N001,LMP,58.66313,12:00:00,13
2021-10-07T09:00:00Z,2021-10-07T10:00:00Z,2021-10-07,3,IRONMTN_2_N001,LMP,52.15079,09:00:00,10
2021-10-07T11:00:00Z,2021-10-07T12:00:00Z,2021-10-07,5,IRONMTN_2_N001,LMP,53.34517,11:00:00,12
2021-10-08T06:00:00Z,2021-10-08T07:00:00Z,2021-10-07,24,IRONMTN_2_N001,LMP,59.36076,06:00:00,7
2021-10-07T21:00:00Z,2021-10-07T22:00:00Z,2021-10-07,15,IRONMTN_2_N001,LMP,51.07211,21:00:00,22
2021-10-07T23:00:00Z,2021-10-08T00:00:00Z,2021-10-07,17,IRONMTN_2_N001,LMP,58.78256,23:00:00,24
2021-10-08T03:00:00Z,2021-10-08T04:00:00Z,2021-10-07,21,IRONMTN_2_N001,LMP,74.50712,03:00:00,4
2021-10-07T08:00:00Z,2021-10-07T09:00:00Z,2021-10-07,2,IRONMTN_2_N001,LMP,53.24082,08:00:00,9
2021-10-07T15:00:00Z,2021-10-07T16:00:00Z,2021-10-07,9,IRONMTN_2_N001,LMP,61.43585,15:00:00,16
2021-10-07T07:00:00Z,2021-10-07T08:00:00Z,2021-10-07,1,IRONMTN_2_N001,LMP,58.03323,07:00:00,8
2021-10-07T19:00:00Z,2021-10-07T20:00:00Z,2021-10-07,13,IRONMTN_2_N001,LMP,48.82224,19:00:00,20
2021-10-07T10:00:00Z,2021-10-07T11:00:00Z,2021-10-07,4,IRONMTN_2_N001,LMP,53.60839,10:00:00,11
2021-10-07T20:00:00Z,2021-10-07T21:00:00Z,2021-10-07,14,IRONMTN_2_N001,LMP,48.30095,20:00:00,21
2021-10-08T05:00:00Z,2021-10-08T06:00:00Z,2021-10-07,23,IRONMTN_2_N001,LMP,63.52998,05:00:00,6
2021-10-08T20:00:00Z,2021-10-08T21:00:00Z,2021-10-08,14,IRONMTN_2_N001,LMP,41.07982,20:00:00,21
2021-10-08T16:00:00Z,2021-10-08T17:00:00Z,2021-10-08,10,IRONMTN_2_N001,LMP,58.35744,16:00:00,17
2021-10-08T09:00:00Z,2021-10-08T10:00:00Z,2021-10-08,3,IRONMTN_2_N001,LMP,50.88646,09:00:00,10
2021-10-08T10:00:00Z,2021-10-08T11:00:00Z,2021-10-08,4,IRONMTN_2_N001,LMP,52.30504,10:00:00,11
2021-10-08T15:00:00Z,2021-10-08T16:00:00Z,2021-10-08,9,IRONMTN_2_N001,LMP,59.76885,15:00:00,16
2021-10-09T03:00:00Z,2021-10-09T04:00:00Z,2021-10-08,21,IRONMTN_2_N001,LMP,52.48458,03:00:00,4
2021-10-08T18:00:00Z,2021-10-08T19:00:00Z,2021-10-08,12,IRONMTN_2_N001,LMP,49.44793,18:00:00,19
2021-10-08T08:00:00Z,2021-10-08T09:00:00Z,2021-10-08,2,IRONMTN_2_N001,LMP,52.03002,08:00:00,9
2021-10-09T04:00:00Z,2021-10-09T05:00:00Z,2021-10-08,22,IRONMTN_2_N001,LMP,65.84924,04:00:00,5
2021-10-08T13:00:00Z,2021-10-08T14:00:00Z,2021-10-08,7,IRONMTN_2_N001,LMP,64.45527,13:00:00,14
2021-10-09T02:00:00Z,2021-10-09T03:00:00Z,2021-10-08,20,IRONMTN_2_N001,LMP,62.00003,02:00:00,3
2021-10-08T22:00:00Z,2021-10-08T23:00:00Z,2021-10-08,16,IRONMTN_2_N001,LMP,43.86719,22:00:00,23
2021-10-08T23:00:00Z,2021-10-09T00:00:00Z,2021-10-08,17,IRONMTN_2_N001,LMP,40.7111,23:00:00,24
2021-10-08T07:00:00Z,2021-10-08T08:00:00Z,2021-10-08,1,IRONMTN_2_N001,LMP,55.28235,07:00:00,8
2021-10-08T17:00:00Z,2021-10-08T18:00:00Z,2021-10-08,11,IRONMTN_2_N001,LMP,51.92147,17:00:00,18
2021-10-08T11:00:00Z,2021-10-08T12:00:00Z,2021-10-08,5,IRONMTN_2_N001,LMP,55.23873,11:00:00,12
2021-10-08T12:00:00Z,2021-10-08T13:00:00Z,2021-10-08,6,IRONMTN_2_N001,LMP,60.26061,12:00:00,13
2021-10-09T05:00:00Z,2021-10-09T06:00:00Z,2021-10-08,23,IRONMTN_2_N001,LMP,56.67439,05:00:00,6
2021-10-09T06:00:00Z,2021-10-09T07:00:00Z,2021-10-08,24,IRONMTN_2_N001,LMP,57.8342,06:00:00,7
2021-10-09T00:00:00Z,2021-10-09T01:00:00Z,2021-10-08,18,IRONMTN_2_N001,LMP,51.67515,00:00:00,1
2021-10-08T14:00:00Z,2021-10-08T15:00:00Z,2021-10-08,8,IRONMTN_2_N001,LMP,67.06187,14:00:00,15
2021-10-08T19:00:00Z,2021-10-08T20:00:00Z,2021-10-08,13,IRONMTN_2_N001,LMP,43.99262,19:00:00,20
2021-10-09T01:00:00Z,2021-10-09T02:00:00Z,2021-10-08,19,IRONMTN_2_N001,LMP,68.74876,01:00:00,2
2021-10-08T21:00:00Z,2021-10-08T22:00:00Z,2021-10-08,15,IRONMTN_2_N001,LMP,40.69025,21:00:00,22
2021-10-09T12:00:00Z,2021-10-09T13:00:00Z,2021-10-09,6,IRONMTN_2_N001,LMP,48.56975,12:00:00,13
2021-10-09T10:00:00Z,2021-10-09T11:00:00Z,2021-10-09,4,IRONMTN_2_N001,LMP,43.99792,10:00:00,11
2021-10-10T06:00:00Z,2021-10-10T07:00:00Z,2021-10-09,24,IRONMTN_2_N001,LMP,50.42883,06:00:00,7
2021-10-10T00:00:00Z,2021-10-10T01:00:00Z,2021-10-09,18,IRONMTN_2_N001,LMP,57.2212,00:00:00,1
2021-10-09T08:00:00Z,2021-10-09T09:00:00Z,2021-10-09,2,IRONMTN_2_N001,LMP,45.51298,08:00:00,9
2021-10-09T20:00:00Z,2021-10-09T21:00:00Z,2021-10-09,14,IRONMTN_2_N001,LMP,7.39326,20:00:00,21
2021-10-09T13:00:00Z,2021-10-09T14:00:00Z,2021-10-09,7,IRONMTN_2_N001,LMP,52.16405,13:00:00,14
2021-10-09T07:00:00Z,2021-10-09T08:00:00Z,2021-10-09,1,IRONMTN_2_N001,LMP,46.70036,07:00:00,8
2021-10-09T22:00:00Z,2021-10-09T23:00:00Z,2021-10-09,16,IRONMTN_2_N001,LMP,14.25176,22:00:00,23
2021-10-09T18:00:00Z,2021-10-09T19:00:00Z,2021-10-09,12,IRONMTN_2_N001,LMP,7.17321,18:00:00,19
2021-10-09T17:00:00Z,2021-10-09T18:00:00Z,2021-10-09,11,IRONMTN_2_N001,LMP,9.14366,17:00:00,18
