intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-05-07T13:00:00Z,2021-05-07T14:00:00Z,2021-05-07,7,IRONMTN_2_N001,LMP,38.40942,13:00:00,14
2021-05-07T11:00:00Z,2021-05-07T12:00:00Z,2021-05-07,5,IRONMTN_2_N001,LMP,30.95871,11:00:00,12
2021-05-07T07:00:00Z,2021-05-07T08:00:00Z,2021-05-07,1,IRONMTN_2_N001,LMP,29.61198,07:00:00,8
2021-05-08T14:00:00Z,2021-05-08T15:00:00Z,2021-05-08,8,IRONMTN_2_N001,LMP,18.92083,14:00:00,15
2021-05-09T01:00:00Z,2021-05-09T02:00:00Z,2021-05-08,19,IRONMTN_2_N001,LMP,39.33622,01:00:00,2
2021-05-08T17:00:00Z,2021-05-08T18:00:00Z,2021-05-08,11,IRONMTN_2_N001,LMP,1.30162,17:00:00,18
2021-05-08T23:00:00Z,2021-05-09T00:00:00Z,2021-05-08,17,IRONMTN_2_N001,LMP,10.66692,23:00:00,24
2021-05-09T00:00:00Z,2021-05-09T01:00:00Z,2021-05-08,18,IRONMTN_2_N001,LMP,25.82492,00:00:00,1
2021-05-08T10:00:00Z,2021-05-08T11:00:00Z,2021-05-08,4,IRONMTN_2_N001,LMP,25.78423,10:00:00,11
2021-05-09T04:00:00Z,2021-05-09T05:00:00Z,2021-05-08,22,IRONMTN_2_N001,LMP,41.59552,04:00:00,5
2021-05-09T05:00:00Z,2021-05-09T06:00:00Z,2021-05-08,23,IRONMTN_2_N001,LMP,39.73749,05:00:00,6
2021-05-09T06:00:00Z,2021-05-09T07:00:00Z,2021-05-08,24,IRONMTN_2_N001,LMP,35.29803,06:00:00,7
2021-05-08T21:00:00Z,2021-05-08T22:00:00Z,2021-05-08,15,IRONMTN_2_N001,LMP,7.55827,21:00:00,22
2021-05-09T02:00:00Z,2021-05-09T03:00:00Z,2021-05-08,20,IRONMTN_2_N001,LMP,48.94944,02:00:00,3
2021-05-08T11:00:00Z,2021-05-08T12:00:00Z,2021-05-08,5,IRONMTN_2_N001,LMP,26.99148,11:00:00,12
2021-05-08T19:00:00Z,2021-05-08T20:00:00Z,2021-05-08,13,IRONMTN_2_N001,LMP,0.42664,19:00:00,20
2021-05-08T20:00:00Z,2021-05-08T21:00:00Z,2021-05-08,14,IRONMTN_2_N001,LMP,3.4506,20:00:00,21
2021-05-09T03:00:00Z,2021-05-09T04:00:00Z,2021-05-08,21,IRONMTN_2_N001,LMP,49.63271,03:00:00,4
2021-05-08T13:00:00Z,2021-05-08T14:00:00Z,2021-05-08,7,IRONMTN_2_N001,LMP,30.08075,13:00:00,14
2021-05-08T15:00:00Z,2021-05-08T16:00:00Z,2021-05-08,9,IRONMTN_2_N001,LMP,8.93405,15:00:00,16
2021-05-08T18:00:00Z,2021-05-08T19:00:00Z,2021-05-08,12,IRONMTN_2_N001,LMP,0.34419,18:00:00,19
2021-05-08T22:00:00Z,2021-05-08T23:00:00Z,2021-05-08,16,IRONMTN_2_N001,LMP,13.83169,22:00:00,23
2021-05-08T07:00:00Z,2021-05-08T08:00:00Z,2021-05-08,1,IRONMTN_2_N001,LMP,29.86923,07:00:00,8
2021-05-08T09:00:00Z,2021-05-08T10:00:00Z,2021-05-08,3,IRONMTN_2_N001,LMP,26.90627,09:00:00,10
